baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
EFA_00571	1.08195057887621	1.64047288493865	1.74604099063528	0.939538586858595	0.34745429045463	0.488870137160476
EFA_00572	20.3327193432381	0.394724186510309	0.390769367627664	1.01012059595831	0.312437515772839	0.449853614736119
EFA_00573	42.1839144054134	1.34246515382987	0.290893743995622	4.61496742896635	3.93156969194175e-06	1.7696586476718e-05
EFA_00574	11.8210469501917	1.56982676198125	0.602518360653863	2.60544219810605	0.00917557539873409	0.0221184525354875
EFA_00575	14.946740968728	-0.114095876736988	0.465279895378426	-0.245219872748189	0.806286189833503	0.87575326146988
EFA_00576	49.5535202795496	-0.803807640373551	0.277370788307839	-2.89795347692291	0.00375606301598386	0.00987514369861691
EFA_00577	103.813499377026	-1.5553094099518	0.224714021333435	-6.92128333035346	4.47570294910467e-12	3.66089548913946e-11
EFA_00578	365.359093284172	-2.61458591603967	0.180220699832918	-14.5076892857682	1.08308013671092e-47	4.71139859469252e-46
EFA_00579	680.935445474002	0.253019092171861	0.138003354965343	1.83342710932935	0.0667390791608916	0.126581087194967
EFA_00580	94.723586640592	0.160264630840175	0.228319707370196	0.701930782437114	0.482722330847222	0.624558725490029
EFA_00581	106.759638046847	-0.295494292037023	0.202382776680657	-1.46007628160616	0.144269110390539	0.238455161733585
EFA_00582	46.7100210776611	0.530499651750783	0.278264195222967	1.90646033826129	0.0565905067591381	0.109852160179503
EFA_00583	23.1079512343007	-0.612164654599391	0.434357458075361	-1.40935684012862	0.158729679352888	0.25675061320762
EFA_00584	15.568464092499	-1.11612132225163	0.467950432684748	-2.38512723633605	0.0170732152239814	0.0384147342539582
EFA_00585	13.7015570253597	-1.46775994478365	0.525642851500539	-2.79231409804904	0.00523325290811166	0.0133315608688452
EFA_00586	1.92134556331751	-1.95916585566939	1.41190154392984	-1.387607984489	0.165256448802897	0.266246500849112
EFA_00587	0.136449972315031	-0.286027736183202	4.0804728567969	-0.0700967133519247	0.944116682634834	NA
EFA_00588	0.652674603412851	-2.50377986561075	2.20732321896305	-1.13430595216	0.25666623329845	0.386007729596568
EFA_00589	17.5943803779352	-0.477303237080111	0.447383945731048	-1.0668760952076	0.286027790712948	0.420043880888427
EFA_00590	27.6419398847466	-1.00414313680543	0.357483124691631	-2.80892458258445	0.00497072894983913	0.012730564509356
EFA_00591	2.26216441807712	-0.806901941870964	1.1653704136778	-0.692399543012642	0.488686452735921	0.629438674654478
EFA_00592	6.56301757423854	-1.3624035811941	0.733648888377955	-1.85702398351108	0.0633077419810824	0.120872842751746
EFA_00593	39.9229600117022	-0.710075183502777	0.29803169932915	-2.38254918889873	0.0171932348424091	0.0385747455956288
EFA_00594	1004.67707942752	-0.809797917491935	0.132037857184068	-6.1330737620426	8.61971566926453e-10	5.74181060010637e-09
EFA_00595	747.736814336291	-0.966267843695085	0.139498394718318	-6.92673091791643	4.30676637544227e-12	3.53277893254136e-11
EFA_00596	18.8135860268358	-0.95369496470259	0.423731169003428	-2.25070760535644	0.0244040627570432	0.0522086916359695
EFA_00597	59.9464079477917	-0.978270299239344	0.266113925316349	-3.67613343824981	0.000236795696556062	0.00081418017342809
EFA_00598	8.66989147708401	-0.323710895023132	0.59029483916069	-0.548388489188556	0.583425178540528	0.70675683020669
EFA_00599	88.335058431415	-0.226954473473283	0.214139557783493	-1.05984375713873	0.289215686226438	0.422779142136509
EFA_00600	67.9862574476988	0.117902275381754	0.237067780103875	0.497335721159973	0.618952325733225	0.735518264561295
EFA_00601	204.977541614147	-2.02635262102344	0.184185024054992	-11.0017230305241	3.74899097524509e-28	7.57982611966807e-27
EFA_00602	84.5941997495224	-2.27420591855683	0.256570645548546	-8.8638585824758	7.72917836120509e-19	1.0132635194073e-17
EFA_00603	68.5064961409878	-2.33023082586835	0.278393518553286	-8.3702768583757	5.74830165693591e-17	6.90517742973347e-16
EFA_00604	35.936350544389	-1.68592540302222	0.341156474572976	-4.94179512533798	7.74065330211976e-07	3.75287385061541e-06
EFA_00605	110.697178724246	-0.481122817918727	0.210791539295924	-2.28245791802532	0.0224623192552896	0.0486361769435013
EFA_00606	86.2928038474155	0.0242843944423659	0.214650840719233	0.113134401714878	0.909924001444689	0.946861836950961
EFA_00607	41.8982234978965	-0.620449426832035	0.303243453080492	-2.0460439311359	0.0407520486277685	0.0817033041971533
EFA_00608	7.61756113739987	-3.04758118802904	0.875801408461428	-3.47976283046051	0.000501857839085789	0.00163545273100488
EFA_00609	154.524559635891	-0.324246475500565	0.200034985509879	-1.62094882889649	0.105028613529499	0.184426391096753
EFA_00610	52.6870011508523	-1.3407963172462	0.276318206961677	-4.85236326621126	1.21998893834294e-06	5.77984858412969e-06
EFA_00611	32.6865141568798	-2.27737802911839	0.407135150689429	-5.59366594916198	2.22324521799402e-08	1.29998717329141e-07
EFA_00612	275.788372780298	1.13996091480654	0.148778394173504	7.66214019945077	1.82859859004402e-14	1.79177698021037e-13
EFA_00613	7.18535877472209	0.613912545322619	0.641872035204829	0.956440710377282	0.338849625262574	0.479230184299926
EFA_00623	39.5410606389386	-0.284233016559199	0.292471534969364	-0.971831383826712	0.331134439997112	0.470579544863372
EFA_00624	79.6128894058309	0.361564452851137	0.220846796733168	1.6371731815879	0.101594288965808	0.17971485127593
EFA_00625	74.3662641129914	-0.268307268829153	0.226765051753363	-1.18319497098244	0.236731885623091	0.361327614898403
EFA_00626	483.409190189238	1.06865937267923	0.141114923195653	7.5729720746654	3.64780741612314e-14	3.53812672016538e-13
EFA_00627	83.746433063913	-0.526949402176867	0.221883037083261	-2.37489719405243	0.0175538385738083	0.0393419754452799
EFA_00628	114.247223094025	-0.819317876584628	0.199029255257823	-4.116570076712	3.84552442618658e-05	0.000149397843404353
EFA_00629	13.7511213449519	-1.65189232589555	0.528623839438305	-3.1248918468202	0.00177870444233543	0.0050560994593515
EFA_00630	93.341017150142	-0.818098310703232	0.228008116867145	-3.58802275087391	0.000333195221629624	0.00111103772508554
EFA_00631	55.3696979625311	-1.2511276547118	0.271668076704014	-4.60535396683696	4.11764859371275e-06	1.84139705802949e-05
EFA_00632	71.2310724979477	-1.48330557819459	0.2572744772912	-5.76545949606843	8.14356589897246e-09	4.97922640022038e-08
EFA_00633	103.825962371473	-1.17348126930406	0.228722637310267	-5.1305864740979	2.88840828530258e-07	1.47032272820988e-06
EFA_00634	59.211413604033	-1.94314687859518	0.279416979728952	-6.9542906106856	3.54340499349005e-12	2.91493287573351e-11
EFA_00635	21.3863764223711	-2.12997606684921	0.457277656720082	-4.6579491377884	3.19375089555228e-06	1.46473783085153e-05
EFA_00636	122.925791178159	-0.612055559909933	0.191023650051073	-3.20408263451301	0.00135493581669348	0.00396940890788467
EFA_00637	97.2302556929419	-1.59983134954378	0.235600078140124	-6.79045339107345	1.11781687555958e-11	8.88989542861926e-11
EFA_00638	12.4164664280592	-1.88242384020478	0.587823369921355	-3.20236305075219	0.00136305093710946	0.00398505014301554
EFA_00639	14.5026916742954	-0.942919634319096	0.483138887193397	-1.95165336368723	0.0509793730178966	0.0997694478080307
EFA_00640	72.2133348338675	-0.302337813237518	0.248720038091753	-1.2155748107677	0.224146934505886	0.345324090751067
EFA_00641	56.5084941386176	-0.383982641442255	0.253953845871039	-1.5120174302745	0.130529428407989	0.221528156550761
EFA_00642	9.615438577587	-0.162471379482222	0.563631663140423	-0.288258077228964	0.773149195258516	0.853078916059646
EFA_00643	226.557986382254	-0.880384445557905	0.163332194850893	-5.39014642129563	7.04002998828619e-08	3.88690886468647e-07
EFA_00644	241.557055318723	-0.82349455379566	0.168330967206799	-4.89211561877367	9.97578105670146e-07	4.76546878765223e-06
EFA_00645	383.453452733753	-0.643644401177899	0.143629729829165	-4.48127558231474	7.41982275863212e-06	3.17944942388549e-05
EFA_00646	202.806559452631	-1.11661329150566	0.194565766119493	-5.73900184896805	9.52361804846211e-09	5.79286174091837e-08
EFA_00647	462.981045395588	-0.933696080351209	0.144139688498185	-6.47771679042422	9.31209257374519e-11	6.78553750741686e-10
EFA_00648	28.2204303569254	-0.717243436672355	0.357465855798595	-2.00646698149674	0.0448064481509978	0.0887167673389757
EFA_00649	110.744492016303	0.0169126091184224	0.206078804966766	0.0820686490352554	0.934592123446522	0.961019127771934
EFA_00650	41.6370320082946	0.621224123115843	0.298368810048532	2.08206790453331	0.037336267679298	0.0758615884694017
EFA_00651	51.2546884584085	-0.97096334195171	0.282935315882224	-3.43175025331898	0.000599699547032114	0.00191730222664721
EFA_00652	222.348154105493	1.42828825928263	0.18039614569936	7.91750984338073	2.42314450267821e-15	2.56710253401813e-14
EFA_00653	79.8847911530236	-1.22573416259407	0.231164138741747	-5.30244080792931	1.1426452194741e-07	6.12145607014961e-07
EFA_00654	117.258714572808	-1.06269776658241	0.204379505214796	-5.19962980371024	1.99685835700052e-07	1.04236006235427e-06
EFA_00655	79.7386799111833	0.725478027259836	0.236300487083664	3.07015036749787	0.00213951024536843	0.00598687516028534
EFA_00656	74.4853064335438	0.291463864376296	0.229043834553254	1.27252438357396	0.203186866162148	0.316693535695725
EFA_00657	107.024645180674	0.854293629153689	0.202602766695391	4.21659409240992	2.48019826693134e-05	9.91733875259034e-05
EFA_00658	47.8179107088962	-1.08918825634919	0.283030300931114	-3.84830971371605	0.000118935628435717	0.000431686712059346
EFA_00659	11.5228381407378	-1.18624810226734	0.546122277129999	-2.1721291218907	0.0298459249411307	0.0621949284337282
EFA_00660	0	NA	NA	NA	NA	NA
EFA_00661	7.80031346526163	-1.03402923975413	0.657779102056113	-1.57200074694061	0.115950377989675	0.200417540763611
EFA_00662	134.94009942344	0.266611496740598	0.196875241491592	1.35421546518831	0.175667646455427	0.279914670233804
EFA_00663	137.30215254976	-1.69505565447685	0.226895659126496	-7.47063941638409	7.98060663327293e-14	7.51223660463167e-13
EFA_00664	8.10588361119069	-0.371522097763016	0.617516804249452	-0.60163884643524	0.547414564895876	0.67747609356607
EFA_00665	4.66496227352348	-0.157233502807966	0.796692195343538	-0.197357905257457	0.843547468452249	0.90131179081742
EFA_00666	1.63279647068045	0.987019322095407	1.44404919798693	0.683508098942444	0.49428583429817	0.633885792931095
EFA_00667	20.9674816985049	-0.977573097976885	0.406479647311103	-2.40497428209165	0.0161736039461639	0.0366202026257387
EFA_00668	23.6901636563719	-0.658293076603969	0.393216556315255	-1.67412349767947	0.0941063305993642	0.168756574110415
EFA_00669	27.7331719337998	-0.216546621516427	0.348366597893803	-0.62160558109087	0.534201250263748	0.669149995421998
EFA_00670	4.87137549040693	-0.510053828556209	0.834741084818925	-0.611032376185067	0.541178146681659	0.674122747091867
EFA_00671	1.58688611186864	-0.815047538178531	1.37822267547912	-0.591375800644982	0.554268650979776	0.683590284032016
EFA_00672	21.0407771654003	1.18088009201201	0.394665080083101	2.99210685618135	0.00277059266996159	0.00749705141890643
EFA_00673	106.545671023238	0.0111825411815235	0.20626243542072	0.0542151126971528	0.956763780201696	0.974689765797913
EFA_00674	512.507244461406	-0.850060993901698	0.134932874127785	-6.29988058430199	2.97875043005136e-10	2.06569866779649e-09
EFA_00675	51.1667436846873	-0.392700567226142	0.265761241108843	-1.47764424032514	0.139503026334273	0.232341986707236
EFA_00676	78.8671154060247	-1.09979063197933	0.235124907379384	-4.67747396155173	2.90430439437802e-06	1.33749787203087e-05
EFA_00677	24.9211823142869	-0.575686966237394	0.364484877103648	-1.57945364101811	0.114232041942377	0.197924075085434
EFA_00678	82.6731546726069	-1.38106262300232	0.233241071729298	-5.9211810885743	3.19637653327125e-09	2.03026482898711e-08
EFA_00679	259.3626707485	-0.772416846896475	0.155227810010121	-4.97602102900319	6.49045992701154e-07	3.17446515339866e-06
EFA_00680	53.9607599058163	-0.907846831774433	0.263088955141335	-3.45072194796899	0.000559089249074858	0.00180353397089204
EFA_00681	1392.51750662417	0.796441498595127	0.114177829792971	6.97544786093103	3.04897943216365e-12	2.52265704603511e-11
EFA_00682	312.885652187377	0.297759183663014	0.149874495151469	1.98672351397806	0.0469530445913216	0.0926475539667934
EFA_00683	325.861353834878	-0.0895926811341551	0.179589064291467	-0.498876039516243	0.617866714736709	0.734532231059666
EFA_00684	131.719377531735	-0.0476081751447376	0.208795049106856	-0.228013908128506	0.819635428177162	0.883323316177414
EFA_00685	400.00525963909	-0.548727224709288	0.143849694601854	-3.81458734568782	0.000136410683619189	0.000489543840838366
EFA_00686	215.173303694647	0.0183969361517267	0.160554419588049	0.114583804039338	0.908775017650221	0.946009091977442
EFA_00687	262.136532244771	-0.196591905874794	0.156799875228518	-1.25377590759102	0.209923468492641	0.326307676254669
EFA_00688	651.923874639166	-0.934314009431608	0.167903075097488	-5.56460332182198	2.62749412771803e-08	1.53025216024279e-07
EFA_00689	94.8210009139737	-1.08044781428176	0.22466502523559	-4.80915003636535	1.515734100956e-06	7.13388951449949e-06
EFA_00690	34.5862762931328	-0.971986699221853	0.320514001996371	-3.03258732276182	0.00242466933808481	0.00667423362381734
EFA_00691	250.230741768668	-2.36664041111738	0.183047399114154	-12.929112473439	3.08357817480604e-38	9.51930423641736e-37
EFA_00692	253.489971462975	-2.14078076960903	0.172817444460998	-12.3875270594698	3.05313720806451e-35	8.04179534344332e-34
EFA_00693	2007.54237076785	-1.85744336896625	0.129563491138478	-14.336163317651	1.30048930019486e-46	5.41116634907166e-45
EFA_00694	1729.02784618378	-1.41708362229593	0.137045878795893	-10.3402133267097	4.63504581557829e-25	7.87409262516289e-24
EFA_00695	1156.8771410701	-2.87170718103161	0.147571693729406	-19.459742640735	2.40991928493232e-84	2.66110702578488e-82
EFA_00696	333.261255557095	-1.92794966824445	0.172060192397026	-11.2050884134532	3.849692059295e-29	8.12681316340878e-28
EFA_00697	166.590676606118	-1.83383037393843	0.203865090257167	-8.99531337918196	2.35559222729469e-19	3.14553734165724e-18
EFA_00698	142.041824608253	-1.83029644753934	0.200832370243166	-9.11355298612087	7.97272584987748e-20	1.08998551976182e-18
EFA_00699	464.457211052158	-2.26379915087806	0.165314924623189	-13.6938582891899	1.10483309281753e-42	4.01515925250522e-41
EFA_00700	109.695476870613	-0.976439888504245	0.217227383464781	-4.49501288893698	6.95657333148662e-06	3.01696707472781e-05
EFA_00701	2855.54446814175	-2.61626676138213	0.135251937652284	-19.3436545664005	2.30542728021233e-83	2.45143767462578e-81
EFA_00702	1144.35118566083	-2.45118488150135	0.156481285297233	-15.6643963963191	2.64932907412652e-55	1.49141642584652e-53
EFA_00703	311.689424671884	-2.20945294479656	0.175362368950067	-12.5993561676033	2.12875043623018e-36	5.87657932924697e-35
EFA_00704	143.335354604605	-2.64832942714643	0.216753672933376	-12.2181524829821	2.48671850490167e-34	6.26260423471289e-33
EFA_00705	694.923171775268	-2.52070670155105	0.16827394769076	-14.9797799133078	9.9546135723099e-51	4.9275337182934e-49
EFA_00706	348.583503752179	-2.42908799239274	0.161952846123818	-14.9987360551579	7.48307635590002e-51	3.76910740662964e-49
EFA_00707	170.340009911393	-2.36365209872366	0.196889088262333	-12.0049928596061	3.34492766150191e-33	8.00273943014331e-32
EFA_00708	617.895517526357	-3.01475022753385	0.424638814094762	-7.09956350542436	1.25151527919242e-12	1.07900911908752e-11
EFA_00709	1959.17286667733	-2.71917154990044	0.158699482830999	-17.1340920675596	8.26327831105847e-66	6.08304411052535e-64
EFA_00710	218.602660192387	-2.58152976712064	0.185289629378059	-13.9324028861506	4.02579912403386e-44	1.54107590468016e-42
EFA_00711	261.470958574511	-2.39882125234191	0.178262528883938	-13.4566768875119	2.81284805741574e-41	9.84839850346413e-40
EFA_00712	179.102254026879	-2.00771238549904	0.191442413663774	-10.4872914370226	9.88206707424344e-26	1.7299643030581e-24
EFA_00713	412.164100580673	-2.55299570070493	0.18126676545241	-14.0841907468978	4.75069618573156e-45	1.86839023962128e-43
EFA_00714	51.2390718921001	-2.6849069882688	0.333635174275478	-8.04743382977933	8.45480559159245e-16	9.19460108085679e-15
EFA_00715	152.928924797173	-2.42949598123923	0.215784591566777	-11.2588946393209	2.09368303622514e-29	4.45256592370546e-28
EFA_00716	1437.43071023741	-2.50527395663983	0.136368218980392	-18.3713916290133	2.22629666559002e-75	2.13056590896965e-73
EFA_00717	629.576409190266	-3.04060691165045	0.316972310716306	-9.59265780906593	8.58446354401364e-22	1.29036622172058e-20
EFA_00718	523.298136487881	-3.03664360931985	0.164656460314595	-18.4422986108045	6.01298307544887e-76	5.95285324469439e-74
EFA_00719	52.107011805521	-2.16980606362005	0.317118916725669	-6.84224733744627	7.79603301558944e-12	6.25207005244616e-11
EFA_00720	466.620507410975	-2.40583695975882	0.178715066220535	-13.461858648168	2.62235810084305e-41	9.29480260187703e-40
EFA_00721	192.55178433299	-2.65492672700069	0.217074568703594	-12.2304825611603	2.1366551630142e-34	5.42861679027766e-33
EFA_00722	602.293092877517	-2.31188547229396	0.146864557791359	-15.7416159968173	7.84152430461567e-56	4.50260325571032e-54
EFA_00723	163.433969243771	-2.09388606921012	0.2115115492322	-9.89962995784886	4.17818114889102e-23	6.51932504264463e-22
EFA_00724	100.91423133458	-0.057022607084724	0.204239854761417	-0.279194318617858	0.780095703444177	0.855962761697684
EFA_00725	53.1525297804059	-0.00823480090340792	0.258082326764911	-0.0319076513554106	0.97454569684874	0.984490040694136
EFA_00726	63.9864736298956	0.088851989637383	0.242434832603063	0.36649844695733	0.713993171268845	0.812416793125475
EFA_00727	27.5264042165082	-0.598761246401958	0.348460750752435	-1.71830326689318	0.0857413138113083	0.155799564526751
EFA_00728	83.9378253465701	-0.012153679521026	0.214232321946767	-0.0567313065114704	0.954759235177389	0.973752669340776
EFA_00729	39.7908317393303	-0.304783230667755	0.291968227797793	-1.04389177194594	0.296535465426705	0.431720751135938
EFA_00730	12.9819342325816	0.059664548651882	0.490750010664825	0.121578293133512	0.9032330055099	0.943621307809073
EFA_00731	41.4287113980273	1.28819399944149	0.296158660811297	4.34967525823019	1.36339283278522e-05	5.66469004765033e-05
EFA_00732	24.9622233251501	0.243336829329108	0.36859593701633	0.660172304933267	0.509143262797629	0.647938966086876
EFA_00733	14.6216101556581	0.169383515477864	0.469921136158332	0.360450940476092	0.718509938093297	0.813102890132382
EFA_00734	12.9281116641321	-0.794202637411858	0.501882616806098	-1.58244699221909	0.113547564220871	0.196986372456648
EFA_00735	27.4111915834016	-0.631124422900417	0.361964743733605	-1.74360744748363	0.081227563780512	0.148727254855772
EFA_00736	123.415400777704	0.0032946747093472	0.191252890067521	0.017226796981651	0.986255684459269	0.991390484303272
EFA_00737	60.1655893972915	0.256710288356249	0.246470844875268	1.04154423816806	0.297623032946507	0.433084504606905
EFA_00738	49.6033735874102	0.250127055477507	0.267070206374387	0.936559187462755	0.348985353784383	0.490424351793912
EFA_00739	657.88051713696	0.0613606770925979	0.1366175316168	0.449142041774764	0.653329194082527	0.76684714481232
EFA_00740	107.545080576394	-0.400311090478895	0.195849681027358	-2.04397111284024	0.0409564009942104	0.0820112824818434
EFA_00741	132.503650862465	-0.496643401554994	0.198121018174607	-2.50676786406022	0.0121840700225701	0.0285554816610603
EFA_00742	22.9339099900481	-0.724498085431159	0.380247350768022	-1.90533368337168	0.0567367096507238	0.109940323823221
EFA_00743	53.3147357789491	2.13293545860632	0.303708957536364	7.02295867697923	2.17218472455478e-12	1.82349191350783e-11
EFA_00744	135.958874024071	1.54529038146115	0.190926613813198	8.09363530101185	5.79099037534266e-16	6.34577609450717e-15
EFA_00745	126.503244513817	0.979916327677653	0.195748214231866	5.00600391948879	5.5571625800542e-07	2.75079547712683e-06
EFA_00746	79.2409820045634	1.14086513283279	0.221983988599346	5.13940280121697	2.75613014254468e-07	1.40798036285512e-06
EFA_00747	67.7691051399555	0.506319562927595	0.249759794555123	2.02722605465568	0.0426392997534183	0.0849531086690243
EFA_00748	623.036677251042	1.93982319705843	0.146118018030371	13.2757289156169	3.20140625878268e-40	1.0941949248768e-38
EFA_00749	21.5916458579818	-0.397457030791594	0.416741922715932	-0.953724617387525	0.340223055755968	0.480699012340249
EFA_00750	343.966794469633	0.128829567971683	0.14871789921335	0.866268072996813	0.386343170417792	0.530206138752143
EFA_00751	48.2780235668185	-0.588296782554802	0.27764864141693	-2.11885345288396	0.0341028537382358	0.0698852912794254
EFA_00752	65.8687665826973	-0.524815833763796	0.255782163250345	-2.05180778477558	0.0401883464529115	0.080742297177263
EFA_00753	289.095331361217	0.349338884752614	0.150009926875531	2.32877178216661	0.0198711590372797	0.0440201370339737
EFA_00754	36.5656729860421	0.709095289715029	0.301275235215281	2.35364612431	0.0185902995528262	0.0415352140203611
EFA_00755	93.3552596017842	3.62554256476474	0.279748744996529	12.9599958162805	2.06258780075184e-38	6.43661910430275e-37
EFA_00756	71.1275961992287	2.10915659713164	0.27103745856082	7.7817900460366	7.15054684979112e-15	7.25414134478809e-14
EFA_00757	54.0793055799517	3.73551185090562	0.34873141821987	10.7117158240971	8.96839775423893e-27	1.65053012515513e-25
EFA_00758	231.077722421847	3.81268932301874	0.217592107299504	17.5221857554363	9.70250855694504e-69	7.52862218026735e-67
EFA_00759	4.14235102802019	1.56604390725745	0.866756236839916	1.80678700734482	0.070795495286581	0.13284566468482
EFA_00760	1.11160137616979	-2.04039638699383	1.75969155155945	-1.15951934029894	0.246244557787529	0.373267225664201
EFA_00761	1.11257757711672	-0.616464224733474	1.66508627626515	-0.370229599223067	0.711211424057347	0.810273015265335
EFA_00762	0.436212623926204	-0.200182673507839	2.46384515806424	-0.0812480739110712	0.935244668406403	0.961019127771934
EFA_00763	48.6534225742566	1.35275027892249	0.278934539811439	4.84970516679992	1.23645120206263e-06	5.84819011716939e-06
EFA_00764	53.3161360745215	0.984246163528703	0.260306478580036	3.78110513767363	0.000156133713757501	0.000554091337698127
EFA_00765	5.30272191405835	-1.69941761418673	0.831573273240706	-2.04361740434968	0.0409913585375985	0.0820112824818434
EFA_00766	15.1041884511526	-1.49379526395142	0.498218596226795	-2.99827279684964	0.00271514519297174	0.00737481726492135
EFA_00767	74.9343506761382	-1.79644638885566	0.255147537302532	-7.04081414168458	1.91119797985431e-12	1.61859864311555e-11
EFA_00768	0.391984063574329	-1.76754701125556	2.45475042028531	-0.720051617732332	0.471493214981157	0.614923850702691
EFA_00769	159.349926861968	-2.36253117642984	0.219673000241562	-10.7547635523341	5.62781653730746e-27	1.06299087359275e-25
EFA_00770	10.8315462756079	-0.0279744944926151	0.540046201184623	-0.0518001875233108	0.958687906131661	0.974988656926674
EFA_00771	12.2120761962343	-0.732916355758946	0.513209750081985	-1.4281029455147	0.153262229835429	0.249867042508528
EFA_00772	72.9304235001374	0.357142862046038	0.23256325037141	1.53568055776513	0.124616745740424	0.213214944589247
EFA_00773	16.9678219526819	3.91642478750237	0.629417820691463	6.22229727019785	4.89927627668474e-10	3.31741089395327e-09
EFA_00774	263.600392423459	3.95933179245089	0.195440314965262	20.2585213452743	2.98802046047073e-91	4.76589263445081e-89
EFA_00775	2010.43301911759	5.3835380291706	0.168034093787295	32.0383673802848	3.1881995250612e-225	2.28833020911268e-222
EFA_00776	162.63984957303	3.26766362168111	0.219233250605197	14.9049636068465	3.05979283609867e-50	1.44010905449824e-48
EFA_00777	354.253802876238	-2.50831074918235	0.196008581720063	-12.7969435173236	1.7053206170989e-37	4.99589335886832e-36
EFA_00778	5.42798888550079	-0.807409387375267	0.756757861046857	-1.06693227640654	0.2860024186537	0.420043880888427
EFA_00779	20.9860889929563	-1.18436505848246	0.422900965425344	-2.80057307812304	0.00510119559201465	0.0130414359258006
EFA_00780	39.2499441641822	-0.819855612723875	0.322338303460239	-2.54346319975902	0.0109759618106536	0.0260645048456463
EFA_00781	19.9881702650178	-0.973474703669659	0.415281154213313	-2.34413407348994	0.0190713143870149	0.0424776909271682
EFA_00782	3.7521515131318	-0.993517498651963	0.916604168019245	-1.08391117269183	0.278404185332316	0.41179722621797
EFA_00783	139.221186415918	-0.813949488447714	0.195232442507535	-4.16913028384767	3.05764176930762e-05	0.000120418237581374
EFA_00784	110.518998223758	-0.637994184445733	0.199545310037935	-3.1972396861868	0.00138749582223709	0.00403188310287722
EFA_00785	46.3937866024942	-0.861946257432688	0.283711757026815	-3.03810552817951	0.00238070569108863	0.00658478423806884
EFA_00786	53.3077723885319	-2.29875676760367	0.311240269195111	-7.38579481873736	1.51545340072517e-13	1.37685655489936e-12
EFA_00787	14.5851636510961	-0.720752365825665	0.485100837622635	-1.48577844012371	0.137337734679724	0.229642770102205
EFA_00788	22.4573586624135	0.815818269373504	0.379114242661375	2.15190614746224	0.031404746986019	0.0650057884620479
EFA_00789	116.657545581341	-0.451868249622746	0.199367756647117	-2.26650616540045	0.0234204100978678	0.0503293393645049
EFA_00790	207.269717286647	-0.553588504403698	0.171046405492907	-3.23648136778095	0.00121013126218871	0.00361152479599147
EFA_00791	49.5569748875739	-0.230167100123946	0.276189550727199	-0.833366430836804	0.404638101026086	0.548755780843596
EFA_00792	75.4824340793677	-0.163180338384245	0.224300840315053	-0.727506585151632	0.466915682795555	0.611548779792901
EFA_00793	59.6609652304746	1.59978053546972	0.254950250536222	6.27487336099884	3.49918983036538e-10	2.40915443716523e-09
EFA_00794	14.7683738353293	-0.22705552912861	0.482444982081806	-0.470635072519232	0.637901357329708	0.752430072676085
EFA_00795	153.556066314888	1.01452783131857	0.180454051615735	5.62208397226206	1.88667510876472e-08	1.11453585128879e-07
EFA_00796	3193.92155634501	1.4779178881379	0.144559239109506	10.2236141891862	1.55435170737893e-24	2.57950505889301e-23
EFA_00797	170.815686885407	0.653367310313575	0.176215977135589	3.70776430681335	0.000209097130594007	0.000724146998715797
EFA_00798	330.366678652926	0.23716293729739	0.142757345824113	1.66130111153504	0.0966529869030797	0.172783764258245
EFA_00799	375.326262040681	0.233386236897241	0.139405855578699	1.67414945325225	0.0941012306606867	0.168756574110415
EFA_00800	36.7834550965199	0.969754389423181	0.316712855078883	3.061935674135	0.00219910705648305	0.00613345114020937
EFA_00801	38.1971218730989	-0.180629359117256	0.296210073905419	-0.609801539615871	0.54199328150848	0.674496190381815
EFA_00802	32.7291305290482	0.137158279158868	0.319175002782122	0.429727509871743	0.667393869532747	0.779214233195818
EFA_00803	37.3548917312738	-0.020024113474073	0.303488468940255	-0.0659798164457276	0.94739389457653	0.969339939889244
EFA_00804	92.889237202593	-0.584045311520597	0.210893599750745	-2.76938376608337	0.00561624395473278	0.0141689247750772
EFA_00805	74.9490345491317	-0.98811440355937	0.232598138753449	-4.24816126584212	2.1553222683453e-05	8.6665689529683e-05
EFA_00806	96.1754019401177	-0.858448464316944	0.212029431155082	-4.04872314018075	5.14978205781585e-05	0.000196871162290137
EFA_00807	444.039472699558	0.145445051295521	0.174421303324765	0.833872058762851	0.404353083921021	0.548628404507208
EFA_00808	5.74468228084763	-0.14452965992525	0.792546816452753	-0.182361037764469	0.855299400423159	0.910817722038164
EFA_00809	205.59944451647	0.214232701120946	0.15661464961181	1.36789694739253	0.171344335419518	0.273750465770415
EFA_00810	75.7632209758919	-0.469143808511649	0.238816784102854	-1.96445074107353	0.049477843414629	0.0973396072287769
EFA_00811	65.7309808851709	0.891515035786329	0.238447527208678	3.73883112239666	0.000184877865033164	0.00064572305414868
EFA_00812	31.9900601254219	1.37026240736122	0.330709107403505	4.14340692979262	3.42183977280511e-05	0.000134025947990771
EFA_00813	158.030688437296	1.94189240336073	0.17917074860436	10.8382223018377	2.26835934189004e-27	4.46058881545638e-26
EFA_00814	55.6927315865939	-0.11847773784569	0.250473062949367	-0.473015886221826	0.63620184534274	0.751042556734788
EFA_00815	11.104885202523	0.332614611472829	0.523020847900379	0.635949050230179	0.524809630902986	0.661268846408724
EFA_00816	52.8610369095434	-0.918829273220117	0.283576620692828	-3.24014465993443	0.0011946907320166	0.00357287197043713
